url,experience,work_format,salary,employment_type,skills
https://hh.ru/vacancy/119755966?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: на месте работодателя или гибрид,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119755966?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: на месте работодателя или гибрид,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/120280090?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятостьВозможно временное оформление,
https://hh.ru/vacancy/120289101?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя,от 70 000 ₽ за месяц на руки,Полная занятостьВозможно временное оформление,"Обеспечение жизнедеятельности офиса, Организация мероприятий, Грамотная речь, Работа в команде"
https://hh.ru/vacancy/120187248?query=ML&hhtmFrom=vacancy_search_list,более 6 лет,,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/120186007?query=ML&hhtmFrom=vacancy_search_list,более 6 лет,,Уровень дохода не указан,Полная занятость,"STM32, C/C++, Микроконтроллеры, Firmware, Altium Designer, ESP32, Nordic nRF, Английский язык, Цифровая электроника, Аналоговая электроника"
https://hh.ru/vacancy/119290619?query=ML&hhtmFrom=vacancy_search_list,1–3 года,,Уровень дохода не указан,Полная занятость,"Django Rest Framework, Python, VueJS, GitHub, Celery, ML, Metabase"
https://hh.ru/vacancy/120119426?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/120308390?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/120283074?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: на месте работодателя или гибрид,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/120315777?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,"PostgreSQL, XML, SQL"
https://hh.ru/vacancy/119786047?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: гибрид,до 270 000 ₽ за месяц на руки,Полная занятость,"Python, Java, Scala, SQL, Big Data, Hadoop"
https://hh.ru/vacancy/119932249?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,от 250 000 ₽ за месяц на руки,Полная занятость,"PHP, Laravel, PostgreSQL, Docker, RabbitMQ, Управление командой, Постановка задач разработчикам, Управление бизнес процессами"
https://hh.ru/vacancy/120046840?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо или гибрид,Уровень дохода не указан,Полная занятость,"Python, Алгоритмы и структуры данных"
https://hh.ru/vacancy/120240958?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,"Формат работы: на месте работодателя, удалённо или гибрид",Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119299217?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,"Python, Алгоритмы и структуры данных, SQL"
https://hh.ru/vacancy/120077365?query=ML&hhtmFrom=vacancy_search_list,более 6 лет,,от 5 000 до 7 000 $ за месяц на руки,Полная занятость,"Project management, Atlassian Jira, PMBOK, Scrum, Agile, Английский язык, Team management, AI, LLM, ML"
https://hh.ru/vacancy/118649582?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/118649749?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119560784?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,от 120 000 ₽ за месяц на руки,Частичная занятость,
https://hh.ru/vacancy/120318411?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,Английский — B2 — Средне-продвинутый
https://hh.ru/vacancy/118200069?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,"Apache Airflow, Clickhouse, Python, SQL"
https://hh.ru/vacancy/118200069?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,"Apache Airflow, Clickhouse, Python, SQL"
https://hh.ru/vacancy/116792075?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,"Разработка поисковых технологий, Go, it, Python, Golang, Java, C++, C#"
https://hh.ru/vacancy/119328952?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо или гибрид,Уровень дохода не указан,Полная занятость,"HR-аналитика, Подбор персонала, Анализ требований, IT Recruitment, Проведение собеседований, Телефонное интервью"
https://hh.ru/vacancy/109145593?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119889979?query=ML&hhtmFrom=vacancy_search_list,не требуется,,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119929839?query=ML&hhtmFrom=vacancy_search_list,более 6 лет,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,руководство командой разработчиков
https://hh.ru/vacancy/120292201?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,"ML, Искуственный Интеллект"
https://hh.ru/vacancy/120245462?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,от 20 000 до 187 000 ₽ за месяц до вычета налогов,Частичная занятость,"phyton, работа с большими данными, нацеленность на результат, Работа с большим объемом информации"
https://hh.ru/vacancy/119278874?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119560119?query=ML&hhtmFrom=vacancy_search_list,не требуется,,от 80 000 ₽ за месяц на руки,Полная занятость,"Управление проектами, Телефонные переговоры, Работа в команде, B2B Продажи, Ведение рабочей документации, Подготовка договоров, Контроль дебиторской задолженности"
https://hh.ru/vacancy/120131208?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,"Формат работы: на месте работодателя, удалённо или гибрид",Уровень дохода не указан,Полная занятость,"Управление командой, Продуктовые метрики, Продуктовая стратегия"
https://hh.ru/vacancy/119931994?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,"Python, FastAPI, Flask, WebSocket, SQL, RabbitMQ, Apache Kafka, Git, SOLID, DRY, KISS, CI/CD, k8s, LLM, Celery, Grafana, Prometheus"
https://hh.ru/vacancy/120280732?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/120292955?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119387073?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,,
https://hh.ru/vacancy/120269215?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,"Project management, Agile Project Management, Английский язык, Agile"
https://hh.ru/vacancy/120291552?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/120245877?query=ML&hhtmFrom=vacancy_search_list,не требуется,,до 100 000 ₽ за месяц до вычета налогов,Полная занятость,"C#, SQL"
https://hh.ru/vacancy/117076313?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119867861?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо или гибрид,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/120289869?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,"Quant, Количественные модели, Python, SQL, Прайсинг деривативов, Финансовый рынок, R, Математика, Теория вероятностей"
https://hh.ru/vacancy/120289869?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,"Quant, Количественные модели, Python, SQL, Прайсинг деривативов, Финансовый рынок, R, Математика, Теория вероятностей"
https://hh.ru/vacancy/116147115?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя,от 100 000 ₽ за месяц на руки,Полная занятость,"Python, async, MongoDB, RabbitMQ, FastAPI, PyMongo, AioPika, Numpy, OpenCV, Git, Docker"
https://hh.ru/vacancy/118908902?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,"NGFW, Python, IDS/IPS, SIEM, ML"
https://hh.ru/vacancy/120170286?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,"Data Science, ML, PyTorch, MongoDB"
https://hh.ru/vacancy/120277951?query=ML&hhtmFrom=vacancy_search_list,не требуется,Формат работы: гибрид,Уровень дохода не указан,Проект или разовое заданиеСтажировкаВозможно временное оформление,Английский — B1 — Средний
https://hh.ru/vacancy/119231357?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо или гибрид,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/120268554?query=ML&hhtmFrom=vacancy_search_list,1–3 года,,Уровень дохода не указан,Полная занятость,Python
https://hh.ru/vacancy/119374070?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,,
https://hh.ru/vacancy/120126218?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119545323?query=ML&hhtmFrom=vacancy_search_list,1–3 года,,от 100 000 ₽ за месяц до вычета налогов,,
https://hh.ru/vacancy/119828819?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя или гибрид,от 80 000 ₽ за месяц на руки,Полная занятость,
https://hh.ru/vacancy/119590358?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,до 310 000 ₽ за месяц на руки,Полная занятость,"REST API, HTTP, Тестирование, Kafka, Написание автотестов, Kotlin, NoSQL, Postman"
https://hh.ru/vacancy/118073500?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/120225611?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя,до 700 000 ₸ за месяц на руки,Полная занятость,"SQL, Python, REST API, QlikView, NoSQL, MS SQL, Linux, MS SQL Server, Математическая статистика, UML"
https://hh.ru/vacancy/119744950?query=ML&hhtmFrom=vacancy_search_list,не требуется,Формат работы: на месте работодателя,от 74 700 ₽ за месяц до вычета налогов,Полная занятость,"SQL, Python, Apache Airflow, MS Excel, Matplotlib, Визуализация данных, Аналитический склад ума, Алгоритмы и структуры данных, Математическая статистика, Базы данных"
https://hh.ru/vacancy/120072589?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: удалённо,от 180 000 до 250 000 ₽ за месяц на руки,Полная занятость,"Python, JavaScript, TypeScript, Machine Learning, Stable Diffusion, ControlNet, Generative AI, Image generation, FastAPI, Flask, Django, REST API, WebSocket, PostgreSQL, RabbitMQ, Docker, Git, CI/CD"
https://hh.ru/vacancy/120090424?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,"Математика, Финансовые риски, Рыночные риски, Деривативы, FRM, Python, Математическая статистика, Алгоритмы и структуры данных"
https://hh.ru/vacancy/119540143?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,"Product Marketing, Маркетинговый анализ, Маркетинговые исследования, CJM, A/B тесты, Разработка маркетинговой стратегии, Анализ конкурентной среды, Мониторинг рынка"
https://hh.ru/vacancy/119698227?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: удалённо,от 190 000 до 240 000 ₽ за месяц на руки,Полная занятость,
https://hh.ru/vacancy/118418186?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,"Product Management, A/B тесты, CustDev, Unit-экономика"
https://hh.ru/vacancy/119477244?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,"Python, SQL, Yandex Cloud, Machine Learning, Английский — B2 — Средне-продвинутый"
https://hh.ru/vacancy/119477244?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,"Python, SQL, Yandex Cloud, Machine Learning, Английский — B2 — Средне-продвинутый"
https://hh.ru/vacancy/120227765?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,от 4 500 до 6 000 $ за месяц на руки,Полная занятость,"Python, Django Rest Framework, Django Framework, PostgreSQL, Celery"
https://hh.ru/vacancy/119300640?query=ML&hhtmFrom=vacancy_search_list,1–3 года,,Уровень дохода не указан,,
https://hh.ru/vacancy/119318911?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя или удалённо,Уровень дохода не указан,Полная занятость,"CI/CD, Kubernetes, Python, Linux, Prometheus, Nginx, PostgreSQL, Docker, Ansible, Terraform"
https://hh.ru/vacancy/119842868?query=ML&hhtmFrom=vacancy_search_list,1–3 года,,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119927949?query=ML&hhtmFrom=vacancy_search_list,1–3 года,,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/120279628?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя,до 100 000 ₽ за месяц на руки,Полная занятость,"BPMN, Бизнес-анализ, голосовые роботы, чат-боты, Моделирование бизнес процессов, IDEF0, IDEF, Бизнес-моделирование, JSON API, SQL, Draw.io, Анализ бизнес-процессов, User Story, Системный анализ, Приемочное тестирование"
https://hh.ru/vacancy/117519659?query=ML&hhtmFrom=vacancy_search_list,более 6 лет,Формат работы: гибрид,до 459 000 ₽ за месяц до вычета налогов,Полная занятость,"SQL, BigData, Hadoop, Machine Learning, Python, Data Science"
https://hh.ru/vacancy/119339552?query=ML&hhtmFrom=vacancy_search_list,не требуется,Формат работы: удалённо,Уровень дохода не указан,Полная занятостьВозможно временное оформление,"Наставничество, Agile, PHP, MySQL, Git, HTML, CSS, JavaScript, Laravel, Linux, VueJS, CI/CD"
https://hh.ru/vacancy/118316010?query=ML&hhtmFrom=vacancy_search_list,1–3 года,,Уровень дохода не указан,,
https://hh.ru/vacancy/118783263?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/120288087?query=ML&hhtmFrom=vacancy_search_list,1–3 года,"Формат работы: на месте работодателя, удалённо или гибрид",Уровень дохода не указан,Полная занятостьВозможно временное оформление,"Ведение переговоров, B2B Продажи, Техническая оценка зданий, Работа с CRM, Теплые продажи, Консультирование клиентов, Выявление потребностей"
https://hh.ru/vacancy/119327786?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119763764?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,до 120 000 ₽ за месяц на руки,Полная занятость,"Scrum, Kanban, Waterfall, Управление проектами"
https://hh.ru/vacancy/119041395?query=ML&hhtmFrom=vacancy_search_list,не требуется,Формат работы: на месте работодателя,от 65 000 ₽ за месяц на руки,Полная занятость,"Тиснение, Вырубка, Пост-печать, Полиграфия"
https://hh.ru/vacancy/120187998?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: удалённо или гибрид,от 50 000 ₽ за месяц до вычета налогов,Полная занятость,"Деловая коммуникация, Деловая переписка, Планирование ресурсов, Стратегическое мышление, Управление ресурсами, Разработка контент-плана, Ведение корпоративных медиа"
https://hh.ru/vacancy/120187999?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: удалённо или гибрид,от 50 000 ₽ за месяц до вычета налогов,Полная занятость,"Деловая коммуникация, Деловая переписка, Планирование ресурсов, Стратегическое мышление, Управление ресурсами, Разработка контент-плана, Ведение корпоративных медиа"
https://hh.ru/vacancy/120188000?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: удалённо или гибрид,от 50 000 ₽ за месяц до вычета налогов,Полная занятость,"Деловая коммуникация, Деловая переписка, Планирование ресурсов, Стратегическое мышление, Управление ресурсами, Разработка контент-плана, Ведение корпоративных медиа"
https://hh.ru/vacancy/120273833?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,"B2B Продажи, Лидогенерация, Оптимизация воронки продаж, Английский язык, Английский — B2 — Средне-продвинутый"
https://hh.ru/vacancy/120272448?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: гибрид,от 85 000 до 110 000 ₽ за месяц на руки,Полная занятость,"Helpdesk, Техническая поддержка, WMS, Ответственность, Навыки разрешения спорных ситуаций, Настройка ПО, Работа в команде, Информационные технологии, Складской Учет, Ответственное хранение, Складская логистика, Аналитический склад ума"
https://hh.ru/vacancy/119509944?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,от 4 000 $ за месяц до вычета налогов,Полная занятость,"Python, Git, PostgreSQL, SQL, Английский язык, ML, Data Analysis, Английский — C1 — Продвинутый"
https://hh.ru/vacancy/119509944?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,от 4 000 $ за месяц до вычета налогов,Полная занятость,"Python, Git, PostgreSQL, SQL, Английский язык, ML, Data Analysis, Английский — C1 — Продвинутый"
https://hh.ru/vacancy/119249423?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,"Apache Spark, Spark, Iceberg, Apache Airflow, Trino, Python, Java, Openmetadata, Cassandra, ArgoCD, S3, Kafka"
https://hh.ru/vacancy/120270013?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,"Системное администрирование, Active Directory, Atlassian Jira, Техническая поддержка пользователей"
https://hh.ru/vacancy/97874737?query=ML&hhtmFrom=vacancy_search_list,1–3 года,,Уровень дохода не указан,Полная занятость,"Прогнозирование спроса, Планирование продаж, динамическое ценообразование, ML-моделирование, Анализ данных, Бизнес-анализ, SQL, Python"
https://hh.ru/vacancy/120267880?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,"Project management, Управление рисками, Планирование бюджета, Scrum, Английский язык, Agile, Английский — B2 — Средне-продвинутый"
https://hh.ru/vacancy/120074066?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя,от 80 000 ₽ за месяц на руки,Частичная занятость,
https://hh.ru/vacancy/115552777?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,,
https://hh.ru/vacancy/119451674?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,до 280 000 ₽ за месяц до вычета налогов,Полная занятость,"FineBI, Python, SQL, Tableau, Hadoop, Статистический анализ, Теория вероятностей"
https://hh.ru/vacancy/119691102?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/120246318?query=ML&hhtmFrom=vacancy_search_list,1–3 года,,от 1 000 до 1 500 $ за месяц на руки,Полная занятость,
https://hh.ru/vacancy/120249229?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,Английский — B2 — Средне-продвинутый
https://hh.ru/vacancy/119688953?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,от 1 500 до 2 000 ₽ за час на руки,Проект или разовое заданиеВозможно временное оформление,"UI, UX, Веб-дизайн, Dev, Figma"
https://hh.ru/vacancy/116910716?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,"Python, PostgreSQL, Impala, HDFS, NLP, TensorFlow, Keras, PyTorch, Hugging Face, Git"
https://hh.ru/vacancy/119884295?query=ML&hhtmFrom=vacancy_search_list,1–3 года,,от 60 000 ₽ за месяц на руки,Полная занятость,
https://hh.ru/vacancy/118982234?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119249424?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,"Apache Spark, Python, Scala, Golang, Java, Apache Iceberg, ETL, ELT, Data Lakehouse, Trino, Apache Kafka, Apache Flink, Apache Airflow, S3, ArgoCD, GitLab CI, GitHub Actions, PostgreSQL, Clickhouse, Cassandra, Redis, FastAPI, GraphQL, Kubernetes, Terraform, MLOps, OpenMetadata, Superset, Hudi, Presto"
https://hh.ru/vacancy/120227271?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,"Data Science, SQL, Hive, PostgreSQL, Greenplum, Python, pandas, Polars, SciPy, Numpy, Matplotlib, Seaborn, Plotly, Bokeh"
https://hh.ru/vacancy/119331041?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: удалённо,от 60 000 ₽ за месяц на руки,Полная занятость,"SMM, Ведение групп в социальных сетях, Видеосъемка, Продвижение бренда, Копирайтинг, Сторисмейкинг, Разработка контент-плана, SMM-стратегия, Подбор контента, Редактирование текстов, Обработка видео"
https://hh.ru/vacancy/118496309?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,,
https://hh.ru/vacancy/119131748?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,"Python, Английский — B1 — Средний"
https://hh.ru/vacancy/120102316?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,от 200 000 ₽ за месяц до вычета налогов,Полная занятость,"PHP, Git, REST API, Laravel, Symfony, SOLID, Docker"
https://hh.ru/vacancy/120102316?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,от 200 000 ₽ за месяц до вычета налогов,Полная занятость,"PHP, Git, REST API, Laravel, Symfony, SOLID, Docker"
https://hh.ru/vacancy/109468300?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,от 250 000 ₽ за месяц до вычета налогов,Полная занятость,
https://hh.ru/vacancy/114576137?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/120275392?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: на месте работодателя или гибрид,Уровень дохода не указан,Полная занятость,"BPMN, UML, Figma, Анализ конкурентной среды, Продуктовые метрики"
https://hh.ru/vacancy/119156733?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/118153221?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,"SQL, Маркетинговые метрики, Python"
https://hh.ru/vacancy/118570158?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,"Python, PostgreSQL, Redis"
https://hh.ru/vacancy/119287337?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,,
https://hh.ru/vacancy/120239982?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя или гибрид,от 50 000 ₽ за месяц до вычета налогов,Частичная занятость,"Ответственность, Публичные выступления, Академическая этика, Обучаемость и развитие, Глубокие знания в своей предметной области"
https://hh.ru/vacancy/94190197?query=ML&hhtmFrom=vacancy_search_list,1–3 года,,от 300 000 ₽ за месяц до вычета налогов,Полная занятость,"Прогнозирование спроса, Планирование продаж, S&OP, Оптимакрос, ML-моделирование"
https://hh.ru/vacancy/120246333?query=ML&hhtmFrom=vacancy_search_list,1–3 года,,Уровень дохода не указан,,
https://hh.ru/vacancy/119699580?query=ML&hhtmFrom=vacancy_search_list,более 6 лет,,Уровень дохода не указан,Полная занятость,"ИТ-архитектура, Архитектурные решения, Постановка задач разработчикам, Микросервисная архитектура, Архитектурные паттерны, Системный дизайн, Стратегия развития архитектуры"
https://hh.ru/vacancy/116814633?query=ML&hhtmFrom=vacancy_search_list,более 6 лет,,Уровень дохода не указан,Полная занятость,"DS, Python, ML"
https://hh.ru/vacancy/118767608?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,"SQL, Greenplum, Анализ данных"
https://hh.ru/vacancy/120266086?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,"Data Science, Machine Learning, NLP"
https://hh.ru/vacancy/120167944?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: гибрид,от 500 000 до 950 000 ₸ за месяц на руки,Полная занятость,"Техническая поддержка, Техническая защита информации, Настройка сетевых подключений, Удаленное администрирование, Битрикс24, 1С-Битрикс, API, Настройка принтеров, Настройка серверов"
https://hh.ru/vacancy/119147559?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119445976?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/120250387?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,"Активные продажи, Ведение переговоров, B2B Продажи, Проведение презентаций, Навыки презентации, Поиск и привлечение клиентов, Навыки продаж, Подготовка презентаций, MS PowerPoint, Подготовка коммерческих предложений, Деловая коммуникация, Digital Marketing, переговоры с первыми лицами компаний, Account Management, проведение переговоров с первыми лицами компании, Programmatic, Telegram, Медийная реклама, Таргетинг"
https://hh.ru/vacancy/120250388?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,"Активные продажи, Ведение переговоров, B2B Продажи, Проведение презентаций, Навыки презентации, Поиск и привлечение клиентов, Навыки продаж, Подготовка презентаций, MS PowerPoint, Подготовка коммерческих предложений, Деловая коммуникация, Digital Marketing, переговоры с первыми лицами компаний, Account Management, проведение переговоров с первыми лицами компании, Programmatic, Telegram, Медийная реклама, Таргетинг"
https://hh.ru/vacancy/120250389?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,"Активные продажи, Ведение переговоров, B2B Продажи, Проведение презентаций, Навыки презентации, Поиск и привлечение клиентов, Навыки продаж, Подготовка презентаций, MS PowerPoint, Подготовка коммерческих предложений, Деловая коммуникация, Digital Marketing, переговоры с первыми лицами компаний, Account Management, проведение переговоров с первыми лицами компании, Programmatic, Telegram, Медийная реклама, Таргетинг"
