url,experience,work_format,salary,employment_type,skills
https://hh.ru/vacancy/119570231?query=ML&hhtmFrom=vacancy_search_list,более 6 лет,Формат работы: удалённо,до 7 000 $ за месяц до вычета налогов,Полная занятостьВозможно временное оформление,"Machine Learning, Analytical skills, Medtech, PyTorch, TensorFlow, Python, SQL, Google Cloud Platform, Wandb, MLflow, Airflow, leadership, XGBoost, LightGBM, CatBoost, GCP, Английский — B2 — Средне-продвинутый"
https://hh.ru/vacancy/117673247?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,"Python, SQL, PyTorch, Scikit-learn, PostgreSQL, Clickhouse, MongoDB, Redis, NLP, Английский — B1 — Средний"
https://hh.ru/vacancy/118189921?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119710027?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,"Machine learning, Python, pandas, PyTorch, DeepL"
https://hh.ru/vacancy/119380703?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: на месте работодателя или гибрид,Уровень дохода не указан,Полная занятость,"Компьютерное зрение, Видеоаналитика, Python, Computer Vision"
https://hh.ru/vacancy/118603663?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,"SQL, Python, ML"
https://hh.ru/vacancy/118471564?query=ML&hhtmFrom=vacancy_search_list,более 6 лет,"Формат работы: на месте работодателя, удалённо или гибрид",Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/118471563?query=ML&hhtmFrom=vacancy_search_list,более 6 лет,"Формат работы: на месте работодателя, удалённо или гибрид",Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119534696?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,"Python, MS SQL, Алгоритмы и структуры данных, Математическая статистика, Исследовательский анализ данных, Предобработка данных"
https://hh.ru/vacancy/117729718?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо или гибрид,Уровень дохода не указан,Полная занятость,"SQL, Python, Clickhouse, Apache Kafka, Apache Airflow, Grafana, ETL, DWH"
https://hh.ru/vacancy/119860096?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,"Project management, Бизнес-анализ, Business Development, Управление рисками, Аналитическое мышление, Python, Marketing Analysis, Business Analysis, Data Analysis, ML, BPMN, Product Ownership"
https://hh.ru/vacancy/119866959?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя или гибрид,Уровень дохода не указан,Полная занятость,"SPSS, Stata, Нейронные сети, Машинное обучение, Python, C++, Английский язык"
https://hh.ru/vacancy/119680162?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо или гибрид,Уровень дохода не указан,Полная занятость,"Python, pandas, SQL, REST API, PyTorch, Apache Airflow, Docker"
https://hh.ru/vacancy/119281128?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,"C#, .NET Framework, Core, gRPC, DS/ML"
https://hh.ru/vacancy/111980751?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,"C#, .NET Framework, Core, gRPC, DS/ML"
https://hh.ru/vacancy/119505654?query=ML&hhtmFrom=vacancy_search_list,1–3 года,,Уровень дохода не указан,Полная занятость,"Python, ML, NLP, LLM, RAG, DSSM, AI, RnD"
https://hh.ru/vacancy/119507247?query=ML&hhtmFrom=vacancy_search_list,1–3 года,,Уровень дохода не указан,Полная занятость,"Python, SQL, ML, NLP, LLM, PyTorch, DL"
https://hh.ru/vacancy/119499915?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,"Python, machine learning, ML, Prometheus, Grafana, MS SQL Server, Clickhouse, Minio, Apache Kafka, Windows Server, Linux, Deep Learning"
https://hh.ru/vacancy/118585003?query=ML&hhtmFrom=vacancy_search_list,более 6 лет,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/118585003?query=ML&hhtmFrom=vacancy_search_list,более 6 лет,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/118977355?query=ML&hhtmFrom=vacancy_search_list,более 6 лет,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119339333?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/118605376?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо или гибрид,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/118833965?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо или гибрид,Уровень дохода не указан,Полная занятость,"SQL, DWH, ETL, Python, PostgreSQL, Clickhouse, Apache Kafka, Apache Airflow, Grafana, СУБД"
https://hh.ru/vacancy/119578529?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,"Spark, Hive, MLflow, ML, AirFlow, MLOps, Forecasting"
https://hh.ru/vacancy/118431326?query=ML&hhtmFrom=vacancy_search_list,не требуется,,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119570426?query=ML&hhtmFrom=vacancy_search_list,более 6 лет,Формат работы: удалённо,от 4 000 до 6 000 $ за месяц до вычета налогов,Полная занятостьВозможно временное оформление,"Machine Learning, Python, Apache Airflow, PySpark, SQL, Git, Bash, Shell, Data Engineering, GCP, Английский — B2 — Средне-продвинутый"
https://hh.ru/vacancy/119872276?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: удалённо,от 300 000 до 450 000 ₽ за месяц до вычета налогов,Проект или разовое задание,
https://hh.ru/vacancy/118572829?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119561792?query=ML&hhtmFrom=vacancy_search_list,более 6 лет,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,"Английский язык, People Management, ML, Leadership Skills, Strategic Planning, Английский — B2 — Средне-продвинутый"
https://hh.ru/vacancy/119762301?query=ML&hhtmFrom=vacancy_search_list,более 6 лет,,Уровень дохода не указан,Полная занятость,"Unit-экономика, Product-market fit, Minimal Viable Product, CustDev, A/B тесты, Управление инновациями, Продуктовые метрики, Управление бэклогом, Product Led Growth, Продуктовая стратегия, Agile, Roadmap, AI, ML"
https://hh.ru/vacancy/119560793?query=ML&hhtmFrom=vacancy_search_list,1–3 года,"Формат работы: на месте работодателя, удалённо или гибрид",Уровень дохода не указан,Полная занятость,"Python, Английский язык, OpenAI, LangChain, Английский — B2 — Средне-продвинутый"
https://hh.ru/vacancy/119560794?query=ML&hhtmFrom=vacancy_search_list,1–3 года,"Формат работы: на месте работодателя, удалённо или гибрид",Уровень дохода не указан,Полная занятость,"Python, Английский язык, OpenAI, LangChain, Английский — B2 — Средне-продвинутый"
https://hh.ru/vacancy/119560795?query=ML&hhtmFrom=vacancy_search_list,1–3 года,"Формат работы: на месте работодателя, удалённо или гибрид",Уровень дохода не указан,Полная занятость,"Python, Английский язык, OpenAI, LangChain, Английский — B2 — Средне-продвинутый"
https://hh.ru/vacancy/119543544?query=ML&hhtmFrom=vacancy_search_list,более 6 лет,"Формат работы: на месте работодателя, удалённо или гибрид",Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119553456?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/116416326?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,"ML, Content-Based Filtering, Collaborative Filtering, Gradient boosting, Deep Learning, Reinforcement Learning, uplift, ETL, Моделирование, A/B тесты"
https://hh.ru/vacancy/119647599?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/118296846?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119511332?query=ML&hhtmFrom=vacancy_search_list,1–3 года,,Уровень дохода не указан,,
https://hh.ru/vacancy/119511332?query=ML&hhtmFrom=vacancy_search_list,1–3 года,,Уровень дохода не указан,,
https://hh.ru/vacancy/119492842?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя или гибрид,Уровень дохода не указан,Полная занятость,"Data Science, Machine Learning, Английский — B1 — Средний, Python, SQL, NLP"
https://hh.ru/vacancy/118729512?query=ML&hhtmFrom=vacancy_search_list,более 6 лет,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/118534002?query=ML&hhtmFrom=vacancy_search_list,1–3 года,,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119479295?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119478281?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119380540?query=ML&hhtmFrom=vacancy_search_list,1–3 года,,Уровень дохода не указан,Полная занятость,"Python, Data Analysis, ML, pandas, Системный анализ, Постановка задач разработчикам"
https://hh.ru/vacancy/119388338?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,"Python, SQL, Spark, Hadoop, Apache Hive, Apache Airflow, Greenplum, PostgreSQL, ORACLE, Docker, CI/CD, Grafana"
https://hh.ru/vacancy/119377480?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,"Python, Английский — B2 — Средне-продвинутый"
https://hh.ru/vacancy/119706986?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,"Управление командой, Постановка задач разработчикам, Machine Learning, Python, SQL"
https://hh.ru/vacancy/119588494?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо или гибрид,Уровень дохода не указан,Полная занятость,"Machine Learning, Python, SQL, CI/CD, Git, Docker, MLOps, NLP, LLM, Управление командой, Стратегия Развития"
https://hh.ru/vacancy/118123099?query=ML&hhtmFrom=vacancy_search_list,более 6 лет,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/118123778?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,"horovod, ML, LLM, artificial intelligence"
https://hh.ru/vacancy/118303288?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119515457?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,Английский — B2 — Средне-продвинутый
https://hh.ru/vacancy/119515500?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,"Python, MLflow, PyTorch, Big Data, Математическая статистика, LLM, Apache Airflow"
https://hh.ru/vacancy/119515501?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,"Python, MLflow, PyTorch, Big Data, Математическая статистика, LLM, Apache Airflow"
https://hh.ru/vacancy/119447859?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119677910?query=ML&hhtmFrom=vacancy_search_list,более 6 лет,,Уровень дохода не указан,Полная занятость,"ML, Управление проектами"
https://hh.ru/vacancy/119508285?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,"Python, Deep Learning, MLflow, C++, Java"
https://hh.ru/vacancy/119440510?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119440510?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/120208306?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя или гибрид,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119647792?query=ML&hhtmFrom=vacancy_search_list,1–3 года,"Формат работы: на месте работодателя, удалённо или гибрид",Уровень дохода не указан,Полная занятость,"Python, Pytest"
https://hh.ru/vacancy/119399140?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119393658?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,"Python, Алгоритмы и структуры данных, Data Mining, Математическая статистика, SciPy, Scikit-learn, PyCharm, PyTorch, Keras, Numpy, Matplotlib, PostgreSQL, XGBoost, lstm, LLM, pandas, GAN, Анализ данных"
https://hh.ru/vacancy/119545148?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,,
https://hh.ru/vacancy/119611274?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,"CausalML, ML, Python, XGBoost, Scikit-learn, Causal Inference, Reinforcement learning, MLOps, Kubernetes, Causal learning"
https://hh.ru/vacancy/119346324?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,"SQL, UML, Scrum, API, BPMN, речевая аналитика"
https://hh.ru/vacancy/119328588?query=ML&hhtmFrom=vacancy_search_list,1–3 года,,Уровень дохода не указан,Полная занятость,"SQL, Классическое машинное обучение, Анализ данных, Python, Алгоритмы и структуры данных, Визуализация данных"
https://hh.ru/vacancy/118124646?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,"NLP, RAG, Python, Multi-Agent"
https://hh.ru/vacancy/119316957?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,"Python, Azure, SQL, Английский — B2 — Средне-продвинутый"
https://hh.ru/vacancy/119781657?query=ML&hhtmFrom=vacancy_search_list,1–3 года,,от 100 000 ₽ за месяц до вычета налогов,,
https://hh.ru/vacancy/110338871?query=ML&hhtmFrom=vacancy_search_list,1–3 года,,от 50 000 до 100 000 ₽ за месяц на руки,Полная занятость,"Git, MSSQL, REST, JSON-RPC, Golang, Machine Learning, ML, Python"
https://hh.ru/vacancy/118303339?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,"PostgreSQL, Python, Redis, MongoDB, Flask, Machine Learning, ИИ"
https://hh.ru/vacancy/119444547?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: удалённо,до 150 000 ₽ за месяц до вычета налогов,Полная занятость,"Agile Project Management, Управление командой, Разработка бизнес-требований, Atlassian Jira, Управление рисками"
https://hh.ru/vacancy/119562099?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,от 300 000 ₽ за услугу на руки,Частичная занятостьВозможно временное оформление,"Python, PyTorch, FastAPI, Машинное обучение"
https://hh.ru/vacancy/117017364?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,"Linux, Python, Bash, Git"
https://hh.ru/vacancy/115686919?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,"Tableau, Power BI, Анализ данных, Подготовка отчетов"
https://hh.ru/vacancy/120166489?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,700 000 ₸ за месяц до вычета налогов,Полная занятость,
https://hh.ru/vacancy/118466526?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,"MLflow, MLOps, pandas, Python, Deep Learning"
https://hh.ru/vacancy/119507791?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо или гибрид,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119507791?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо или гибрид,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119483020?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,"NLP, LLM, BERT, GPT, Transformers, ML"
https://hh.ru/vacancy/119500510?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,,
https://hh.ru/vacancy/117435319?query=ML&hhtmFrom=vacancy_search_list,более 6 лет,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/120330096?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,"ETL, MLflow, Python, pandas, ML, Machine Learning, SQL, Mathematical Statistics"
https://hh.ru/vacancy/119529916?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,"Scrum, Agile Project Management, Kanban, Teamleading, Русский — C2 — В совершенстве"
https://hh.ru/vacancy/119507313?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,"Python, ML, Deep Learning"
https://hh.ru/vacancy/120334531?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: на месте работодателя или гибрид,от 250 000 до 450 000 ₽ за месяц на руки,Полная занятость,"MLflow, DevOps, Kubernetes, CI/CD, Linux"
https://hh.ru/vacancy/119404346?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,от 200 000 ₽ за месяц на руки,Полная занятость,"NLP, MLflow, NER, summarization, Docker, FastAPI, Kubernetes, Python, TensorFlow, BERT, GPT, T5, Rust, C++, ACL, EMNLP, NeurlPS"
https://hh.ru/vacancy/119501976?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: на месте работодателя или гибрид,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119380197?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/120292552?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,"machine learning, Python, Математическая статистика"
https://hh.ru/vacancy/120339123?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо или гибрид,Уровень дохода не указан,Полная занятостьВозможно временное оформление,"Python, API, ML, Семантический анализ"
https://hh.ru/vacancy/119381799?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/120037751?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,"ML, ONNX, C++, Английский — C1 — Продвинутый, Казахский — C1 — Продвинутый, Русский — C2 — В совершенстве"
https://hh.ru/vacancy/119387681?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119340772?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,"Python, CatBoost"
https://hh.ru/vacancy/119277888?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо или гибрид,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119286168?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,"Python, PyTorch, TensorFlow"
https://hh.ru/vacancy/119381828?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо или гибрид,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/118276459?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,"Python, LLM"
https://hh.ru/vacancy/118276459?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,"Python, LLM"
https://hh.ru/vacancy/119312296?query=ML&hhtmFrom=vacancy_search_list,не требуется,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119648609?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119382231?query=ML&hhtmFrom=vacancy_search_list,1–3 года,"Формат работы: на месте работодателя, удалённо или гибрид",Уровень дохода не указан,Полная занятость,"Python, Git, Linux, ML"
https://hh.ru/vacancy/120336634?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя,от 80 000 до 120 000 ₽ за месяц на руки,Полная занятость,
https://hh.ru/vacancy/119504805?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,"IT, Разработка склада, Python"
https://hh.ru/vacancy/118884014?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,"SQL, MS SQL Server, PostgreSQL, Power BI, Цифровая трансформация, Oracle BI, Oracle Pl/SQL, Исследовательский анализ данных, Разработка бизнес-требований, UX-исследования, Формирование аналитической отчетности, Big Data, Data Mining, Визуализация данных"
https://hh.ru/vacancy/120046927?query=ML&hhtmFrom=vacancy_search_list,не требуется,,15 000 ₽ за месяц на руки,Полная занятостьСтажировкаВозможно временное оформление,"Python, SQL, Linux, Numpy, pandas, Machine Learning, Машинное обучение, Data Analysis, Mathematical Statistics, Big Data, Data Science, sklearn, PyTorch"
https://hh.ru/vacancy/119339041?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/117030906?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо или гибрид,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/118303140?query=ML&hhtmFrom=vacancy_search_list,более 6 лет,,Уровень дохода не указан,Полная занятость,"Linux, Bash, Terraform, PostgreSQL, MongoDB, Ceph, Zabbix, Kubernetes, Redis, ML"
https://hh.ru/vacancy/116528614?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: на месте работодателя или гибрид,Уровень дохода не указан,Полная занятость,"розничное кредитование, Математическая статистика, математические модели, AR, TR, PD, COR, NL, GL, ВУЗы TOP-5, ML модели, автокредитование"
https://hh.ru/vacancy/119797401?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119286943?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,"Формат работы: на месте работодателя, удалённо или гибрид",от 200 000 до 350 000 ₽ за месяц на руки,Полная занятостьВозможно временное оформление,"Python, Django Framework, AWS, Docker, PostgreSQL, Git, RAG, Celery, Alembic, REST API, Google Cloud Vision API, Beautiful Soup, Обработка DOCX / Aspose, Amazon Web Services, CI/CD"
https://hh.ru/vacancy/119583125?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: на месте работодателя или удалённо,Уровень дохода не указан,Полная занятость,"Hadoop, PySpark, pandas, Scikit-learn, Python, PyTorch, CatBoost, Apache Hive, MLflow, Apache Airflow"
https://hh.ru/vacancy/118970102?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/118981984?query=ML&hhtmFrom=vacancy_search_list,1–3 года,,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/120327515?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,от 195 000 до 230 000 ₽ за месяц до вычета налогов,Полная занятость,"Python, UI, Docker, Elasticsearch"
https://hh.ru/vacancy/119295092?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,"Продуктовая стратегия, Искусственный интеллект, AI, ML/LLM"
https://hh.ru/vacancy/120314601?query=ML&hhtmFrom=vacancy_search_list,не требуется,Формат работы: удалённо,от 70 000 ₽ за месяц на руки,Полная занятостьВозможно временное оформление,"Python, SQL, A/B тесты, BI, ML Base, EDA, Продуктовая аналитика"
https://hh.ru/vacancy/120333967?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,"AI Testing, Jira, MS Office, Английский язык"
https://hh.ru/vacancy/120333967?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,"AI Testing, Jira, MS Office, Английский язык"
https://hh.ru/vacancy/119397195?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,"Python, PySpark, Apache Airflow"
https://hh.ru/vacancy/120305760?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119777100?query=ML&hhtmFrom=vacancy_search_list,более 6 лет,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/118455773?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,"Искусственный интеллект, Python"
https://hh.ru/vacancy/117890264?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/120329305?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: на месте работодателя или гибрид,Уровень дохода не указан,Полная занятость,"Python, SQL, UML, Qlik Sense, Linux, MS SQL, Big Data, Математическая статистика, Теория вероятностей, ETL, PostgreSQL, Telegram, Draw.io, MS Excel, Gitlab, Docker, Atlassian Confluence, Power BI, DataLens, DWH, API, Data Analysis"
https://hh.ru/vacancy/120318265?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо или гибрид,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119237793?query=ML&hhtmFrom=vacancy_search_list,1–3 года,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,"llm, vlm, SQL, MS SQL, MATLAB"
https://hh.ru/vacancy/120306373?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/118357275?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: гибрид,Уровень дохода не указан,Полная занятость,Английский — B1 — Средний
https://hh.ru/vacancy/119941025?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,Формат работы: удалённо,Уровень дохода не указан,Полная занятость,
https://hh.ru/vacancy/119709694?query=ML&hhtmFrom=vacancy_search_list,не требуется,Формат работы: на месте работодателя,Уровень дохода не указан,Полная занятость,"Python, SQL, Docker, Математический анализ, Математическое моделирование"
https://hh.ru/vacancy/118767395?query=ML&hhtmFrom=vacancy_search_list,1–3 года,,Уровень дохода не указан,Полная занятость,"SQL, Исследовательский анализ данных, User Experience, Формирование аналитической отчетности, IT, Разработка склада"
https://hh.ru/vacancy/120337904?query=ML&hhtmFrom=vacancy_search_list,3–6 лет,,Уровень дохода не указан,,
